"","ID","habitacao","tempo_res_atual","patrimonio","telefone","proposito","reserva","n_corresponsaveis","classe"
"948",948,"própria",4,"desconhecido/sem propriedade","Sim, registrado em nome do cliente","carro (novo)","desconhecido/semcontapoupança",1,"Bom"
"949",949,"própria",1,"contrato de poupança/seguro de vida da sociedade civil","Nenhum","móveis/equipamentos","< 100",2,"Ruim"
"950",950,"própria",4,"carro ou outro, não em conta poupança/títulos","Nenhum","rádio/televisão","100 - 500",1,"Ruim"
"951",951,"própria",3,"carro ou outro, não em conta poupança/títulos","Sim, registrado em nome do cliente","negócios","< 100",2,"Bom"
"952",952,"própria",1,"carro ou outro, não em conta poupança/títulos","Sim, registrado em nome do cliente","negócios","< 100",1,"Ruim"
"953",953,"alugada",4,"carro ou outro, não em conta poupança/títulos","Nenhum","carro (usado)","500 - 1000",1,"Ruim"
"954",954,"própria",2,"carro ou outro, não em conta poupança/títulos","Sim, registrado em nome do cliente","móveis/equipamentos","< 100",1,"Ruim"
"955",955,"própria",4,"contrato de poupança/seguro de vida da sociedade civil","Sim, registrado em nome do cliente","carro (novo)","< 100",1,"Bom"
"956",956,"alugada",4,"contrato de poupança/seguro de vida da sociedade civil","Sim, registrado em nome do cliente","rádio/televisão","> 1000",1,"Bom"
"957",957,"própria",4,"contrato de poupança/seguro de vida da sociedade civil","Nenhum","rádio/televisão","desconhecido/semcontapoupança",1,"Bom"
"958",958,"própria",4,"imobiliária","Nenhum","rádio/televisão","< 100",1,"Bom"
"959",959,"própria",2,"carro ou outro, não em conta poupança/títulos","Nenhum","carro (novo)","< 100",1,"Ruim"
"960",960,"de graça",4,"desconhecido/sem propriedade","Nenhum","móveis/equipamentos","100 - 500",1,"Bom"
"961",961,"alugada",2,"imobiliária","Nenhum","rádio/televisão","< 100",1,"Bom"
"962",962,"própria",4,"contrato de poupança/seguro de vida da sociedade civil","Nenhum","carro (novo)","< 100",1,"Bom"
"963",963,"própria",2,"desconhecido/sem propriedade","Nenhum","carro (novo)","desconhecido/semcontapoupança",1,"Bom"
"964",964,"própria",2,"carro ou outro, não em conta poupança/títulos","Sim, registrado em nome do cliente","rádio/televisão","500 - 1000",1,"Ruim"
"965",965,"própria",1,"contrato de poupança/seguro de vida da sociedade civil","Nenhum","reparos","< 100",1,"Bom"
"966",966,"própria",1,"carro ou outro, não em conta poupança/títulos","Nenhum","rádio/televisão","desconhecido/semcontapoupança",1,"Bom"
"967",967,"própria",2,"contrato de poupança/seguro de vida da sociedade civil","Nenhum","rádio/televisão","500 - 1000",1,"Ruim"
"968",968,"alugada",2,"carro ou outro, não em conta poupança/títulos","Sim, registrado em nome do cliente","rádio/televisão","< 100",1,"Bom"
"969",969,"alugada",4,"contrato de poupança/seguro de vida da sociedade civil","Sim, registrado em nome do cliente","rádio/televisão","desconhecido/semcontapoupança",1,"Bom"
"970",970,"própria",2,"imobiliária","Nenhum","carro (novo)","< 100",2,"Bom"
"971",971,"própria",2,"imobiliária","Nenhum","reparos","100 - 500",1,"Bom"
"972",972,"própria",4,"contrato de poupança/seguro de vida da sociedade civil","Nenhum","carro (novo)","< 100",2,"Bom"
"973",973,"alugada",4,"desconhecido/sem propriedade","Nenhum","carro (novo)","< 100",1,"Ruim"
"974",974,"alugada",4,"desconhecido/sem propriedade","Nenhum","negócios","< 100",1,"Ruim"
"975",975,"própria",2,"carro ou outro, não em conta poupança/títulos","Sim, registrado em nome do cliente","rádio/televisão","< 100",1,"Bom"
"976",976,"própria",3,"carro ou outro, não em conta poupança/títulos","Nenhum","rádio/televisão","500 - 1000",1,"Bom"
"977",977,"própria",3,"imobiliária","Nenhum","rádio/televisão","< 100",1,"Bom"
"978",978,"própria",2,"contrato de poupança/seguro de vida da sociedade civil","Nenhum","negócios","desconhecido/semcontapoupança",1,"Bom"
"979",979,"própria",4,"carro ou outro, não em conta poupança/títulos","Nenhum","carro (novo)","< 100",2,"Ruim"
"980",980,"alugada",2,"contrato de poupança/seguro de vida da sociedade civil","Nenhum","carro (novo)","100 - 500",1,"Ruim"
"981",981,"própria",2,"contrato de poupança/seguro de vida da sociedade civil","Nenhum","móveis/equipamentos","< 100",1,"Ruim"
"982",982,"alugada",2,"carro ou outro, não em conta poupança/títulos","Sim, registrado em nome do cliente","negócios","< 100",1,"Ruim"
"983",983,"própria",1,"carro ou outro, não em conta poupança/títulos","Sim, registrado em nome do cliente","carro (novo)","100 - 500",1,"Bom"
"984",984,"própria",2,"contrato de poupança/seguro de vida da sociedade civil","Nenhum","carro (usado)","< 100",2,"Ruim"
"985",985,"própria",2,"contrato de poupança/seguro de vida da sociedade civil","Nenhum","móveis/equipamentos","< 100",1,"Bom"
"986",986,"alugada",3,"contrato de poupança/seguro de vida da sociedade civil","Nenhum","móveis/equipamentos","< 100",1,"Bom"
"987",987,"própria",1,"contrato de poupança/seguro de vida da sociedade civil","Nenhum","negócios","< 100",1,"Bom"
"988",988,"própria",4,"imobiliária","Nenhum","rádio/televisão","100 - 500",1,"Bom"
"989",989,"de graça",2,"desconhecido/sem propriedade","Sim, registrado em nome do cliente","carro (usado)","< 100",1,"Bom"
"990",990,"própria",2,"contrato de poupança/seguro de vida da sociedade civil","Nenhum","rádio/televisão","< 100",1,"Bom"
"991",991,"própria",1,"contrato de poupança/seguro de vida da sociedade civil","Nenhum","educação","desconhecido/semcontapoupança",2,"Bom"
"992",992,"própria",4,"carro ou outro, não em conta poupança/títulos","Nenhum","rádio/televisão","100 - 500",2,"Bom"
"993",993,"alugada",4,"carro ou outro, não em conta poupança/títulos","Nenhum","rádio/televisão","desconhecido/semcontapoupança",1,"Bom"
"994",994,"própria",3,"contrato de poupança/seguro de vida da sociedade civil","Sim, registrado em nome do cliente","móveis/equipamentos","< 100",1,"Bom"
"995",995,"própria",3,"carro ou outro, não em conta poupança/títulos","Sim, registrado em nome do cliente","carro (novo)","desconhecido/semcontapoupança",1,"Bom"
"996",996,"própria",4,"imobiliária","Nenhum","móveis/equipamentos","< 100",1,"Bom"
"997",997,"própria",4,"contrato de poupança/seguro de vida da sociedade civil","Sim, registrado em nome do cliente","carro (usado)","< 100",1,"Bom"
"998",998,"própria",4,"carro ou outro, não em conta poupança/títulos","Nenhum","rádio/televisão","< 100",1,"Bom"
"999",999,"de graça",4,"desconhecido/sem propriedade","Sim, registrado em nome do cliente","rádio/televisão","< 100",1,"Ruim"
"1000",1000,"própria",4,"carro ou outro, não em conta poupança/títulos","Nenhum","carro (usado)","100 - 500",1,"Bom"
