"","status_conta","duracao_mes","hist_credito","proposito","qtdd_credito","reserva","temp_man_empr_atual","percen_tx_rendim_disp","genero","estado_civil","dev_fiadores","tempo_res_atual","patrimonio","idade_anos","outros_par","habitacao","n_creditos","status_ocupacional","n_corresponsaveis","telefone","estrangeiro","classe","ID"
"105","Inexistente",12,"Pago em dia","carro (usado)",2445,"desconhecido/semcontapoupança","...<1ano",2,"Homem","uniao registrada","nenhum",4,"carro ou outro, não em conta poupança/títulos",26,"nenhum","alugada",1,"funcionário/funcionário qualificado",1,"Sim, registrado em nome do cliente","Sim","Bom",105
"106","Regular",24,"Pendente (outros bancos)","carro (usado)",11938,"< 100","1 - 4",2,"Homem"," solteiro","co-requerente",3,"carro ou outro, não em conta poupança/títulos",39,"nenhum","própria",2,"gestão / autônomo / funcionário / diretor altamente qualificado",2,"Sim, registrado em nome do cliente","Sim","Ruim",106
"107","Inexistente",18,"Quitados","carro (novo)",6458,"< 100","> 7",2,"Homem"," solteiro","nenhum",4,"desconhecido/sem propriedade",39,"banco","própria",2,"gestão / autônomo / funcionário / diretor altamente qualificado",2,"Sim, registrado em nome do cliente","Sim","Ruim",107
"108","Regular",12,"Pago em dia","carro (novo)",6078,"< 100","4 - 7",2,"Homem"," solteiro","nenhum",2,"carro ou outro, não em conta poupança/títulos",32,"nenhum","própria",1,"funcionário/funcionário qualificado",1,"Nenhum","Sim","Bom",108
"109","Negativo",24,"Pago em dia","móveis/equipamentos",7721,"desconhecido/semcontapoupança","...<1ano",1,"Mulher","uniao registrada","nenhum",2,"contrato de poupança/seguro de vida da sociedade civil",30,"nenhum","própria",1,"funcionário/funcionário qualificado",1,"Sim, registrado em nome do cliente","Não","Bom",109
"110","Regular",14,"Pago em dia","negócios",1410,"500 - 1000","> 7",1,"Homem","uniao registrada","nenhum",2,"imobiliária",35,"nenhum","própria",1,"funcionário/funcionário qualificado",1,"Sim, registrado em nome do cliente","Sim","Bom",110
"111","Regular",6,"Pago mas já esteve em atraso","negócios",1449,"100 - 500","> 7",1,"Homem","uniao registrada","nenhum",2,"carro ou outro, não em conta poupança/títulos",31,"banco","própria",2,"funcionário/funcionário qualificado",2,"Nenhum","Sim","Bom",111
"112","Alto",15,"Pago em dia","educação",392,"< 100","...<1ano",4,"Mulher","uniao registrada","nenhum",4,"contrato de poupança/seguro de vida da sociedade civil",23,"nenhum","alugada",1,"funcionário/funcionário qualificado",1,"Sim, registrado em nome do cliente","Sim","Bom",112
"113","Regular",18,"Pago em dia","carro (novo)",6260,"< 100","4 - 7",3,"Homem"," solteiro","nenhum",3,"imobiliária",28,"nenhum","alugada",1,"não qualificado - residente",1,"Nenhum","Sim","Bom",113
"114","Inexistente",36,"Pendente (outros bancos)","carro (novo)",7855,"< 100","1 - 4",4,"Mulher","uniao registrada","nenhum",2,"imobiliária",25,"lojas","própria",2,"funcionário/funcionário qualificado",1,"Sim, registrado em nome do cliente","Sim","Ruim",114
"115","Negativo",12,"Pago em dia","rádio/televisão",1680,"500 - 1000","> 7",3,"Homem","uniao registrada","nenhum",1,"imobiliária",35,"nenhum","própria",1,"funcionário/funcionário qualificado",1,"Nenhum","Sim","Bom",115
"116","Inexistente",48,"Pendente (outros bancos)","rádio/televisão",3578,"desconhecido/semcontapoupança","> 7",4,"Homem"," solteiro","nenhum",1,"imobiliária",47,"nenhum","própria",1,"funcionário/funcionário qualificado",1,"Sim, registrado em nome do cliente","Sim","Bom",116
"117","Negativo",42,"Pago em dia","rádio/televisão",7174,"desconhecido/semcontapoupança","4 - 7",4,"Mulher","uniao registrada","nenhum",3,"carro ou outro, não em conta poupança/títulos",30,"nenhum","própria",1,"gestão / autônomo / funcionário / diretor altamente qualificado",1,"Sim, registrado em nome do cliente","Sim","Ruim",117
"118","Negativo",10,"Pendente (outros bancos)","móveis/equipamentos",2132,"desconhecido/semcontapoupança","...<1ano",2,"Mulher","uniao registrada","co-requerente",3,"imobiliária",27,"nenhum","alugada",2,"funcionário/funcionário qualificado",1,"Nenhum","Não","Bom",118
"119","Negativo",33,"Pendente (outros bancos)","móveis/equipamentos",4281,"500 - 1000","1 - 4",1,"Mulher","uniao registrada","nenhum",4,"carro ou outro, não em conta poupança/títulos",23,"nenhum","própria",2,"funcionário/funcionário qualificado",1,"Nenhum","Sim","Ruim",119
"120","Regular",12,"Pendente (outros bancos)","carro (novo)",2366,"500 - 1000","4 - 7",3,"Homem","uniao registrada","nenhum",3,"carro ou outro, não em conta poupança/títulos",36,"nenhum","própria",1,"gestão / autônomo / funcionário / diretor altamente qualificado",1,"Sim, registrado em nome do cliente","Sim","Bom",120
"121","Negativo",21,"Pago em dia","rádio/televisão",1835,"< 100","1 - 4",3,"Mulher","uniao registrada","nenhum",2,"imobiliária",25,"nenhum","própria",2,"funcionário/funcionário qualificado",1,"Sim, registrado em nome do cliente","Sim","Ruim",121
"122","Inexistente",24,"Pendente (outros bancos)","carro (usado)",3868,"< 100","> 7",4,"Mulher","uniao registrada","nenhum",2,"carro ou outro, não em conta poupança/títulos",41,"nenhum","alugada",2,"gestão / autônomo / funcionário / diretor altamente qualificado",1,"Sim, registrado em nome do cliente","Sim","Bom",122
"123","Inexistente",12,"Pago em dia","móveis/equipamentos",1768,"< 100","1 - 4",3,"Homem"," solteiro","nenhum",2,"imobiliária",24,"nenhum","alugada",1,"não qualificado - residente",1,"Nenhum","Sim","Bom",123
"124","Alto",10,"Pendente (outros bancos)","carro (novo)",781,"< 100","> 7",4,"Homem"," solteiro","nenhum",4,"desconhecido/sem propriedade",63,"nenhum","de graça",2,"funcionário/funcionário qualificado",1,"Sim, registrado em nome do cliente","Sim","Bom",124
"125","Regular",18,"Pago em dia","móveis/equipamentos",1924,"desconhecido/semcontapoupança","...<1ano",4,"Mulher","uniao registrada","nenhum",3,"imobiliária",27,"nenhum","alugada",1,"funcionário/funcionário qualificado",1,"Nenhum","Sim","Ruim",125
"126","Negativo",12,"Pendente (outros bancos)","carro (novo)",2121,"< 100","1 - 4",4,"Homem"," solteiro","nenhum",2,"contrato de poupança/seguro de vida da sociedade civil",30,"nenhum","própria",2,"funcionário/funcionário qualificado",1,"Nenhum","Sim","Bom",126
"127","Negativo",12,"Pago em dia","rádio/televisão",701,"< 100","1 - 4",4,"Homem","uniao registrada","nenhum",2,"imobiliária",40,"nenhum","própria",1,"não qualificado - residente",1,"Nenhum","Sim","Bom",127
"128","Regular",12,"Pago em dia","reparos",639,"< 100","1 - 4",4,"Homem"," solteiro","nenhum",2,"carro ou outro, não em conta poupança/títulos",30,"nenhum","própria",1,"funcionário/funcionário qualificado",1,"Nenhum","Sim","Ruim",128
"129","Regular",12,"Pendente (outros bancos)","carro (usado)",1860,"< 100","desempregado",4,"Homem"," solteiro","nenhum",2,"carro ou outro, não em conta poupança/títulos",34,"nenhum","própria",2,"gestão / autônomo / funcionário / diretor altamente qualificado",1,"Sim, registrado em nome do cliente","Sim","Bom",129
"130","Negativo",12,"Pendente (outros bancos)","carro (novo)",3499,"< 100","1 - 4",3,"Mulher","uniao registrada","co-requerente",2,"imobiliária",29,"nenhum","própria",2,"funcionário/funcionário qualificado",1,"Nenhum","Sim","Ruim",130
"131","Regular",48,"Pago em dia","carro (novo)",8487,"desconhecido/semcontapoupança","4 - 7",1,"Mulher","uniao registrada","nenhum",2,"carro ou outro, não em conta poupança/títulos",24,"nenhum","própria",1,"funcionário/funcionário qualificado",1,"Nenhum","Sim","Bom",131
"132","Negativo",36,"Pago mas já esteve em atraso","educação",6887,"< 100","1 - 4",4,"Homem"," solteiro","nenhum",3,"contrato de poupança/seguro de vida da sociedade civil",29,"lojas","própria",1,"funcionário/funcionário qualificado",1,"Sim, registrado em nome do cliente","Sim","Ruim",132
"133","Inexistente",15,"Pago em dia","móveis/equipamentos",2708,"< 100","...<1ano",2,"Homem"," solteiro","nenhum",3,"contrato de poupança/seguro de vida da sociedade civil",27,"banco","própria",2,"não qualificado - residente",1,"Nenhum","Sim","Bom",133
"134","Inexistente",18,"Pago em dia","móveis/equipamentos",1984,"< 100","1 - 4",4,"Homem"," solteiro","nenhum",4,"desconhecido/sem propriedade",47,"banco","de graça",2,"funcionário/funcionário qualificado",1,"Nenhum","Sim","Bom",134
"135","Inexistente",60,"Pago em dia","rádio/televisão",10144,"100 - 500","4 - 7",2,"Mulher","uniao registrada","nenhum",4,"imobiliária",21,"nenhum","própria",1,"funcionário/funcionário qualificado",1,"Sim, registrado em nome do cliente","Sim","Bom",135
"136","Inexistente",12,"Pendente (outros bancos)","rádio/televisão",1240,"desconhecido/semcontapoupança","> 7",4,"Mulher","uniao registrada","nenhum",2,"imobiliária",38,"nenhum","própria",2,"funcionário/funcionário qualificado",1,"Sim, registrado em nome do cliente","Sim","Bom",136
"137","Inexistente",27,"Pago mas já esteve em atraso","carro (usado)",8613,"> 1000","1 - 4",2,"Homem"," solteiro","nenhum",2,"carro ou outro, não em conta poupança/títulos",27,"nenhum","própria",2,"funcionário/funcionário qualificado",1,"Nenhum","Sim","Bom",137
"138","Regular",12,"Pago em dia","rádio/televisão",766,"500 - 1000","1 - 4",4,"Homem"," solteiro","nenhum",3,"imobiliária",66,"nenhum","própria",1,"não qualificado - residente",1,"Nenhum","Sim","Ruim",138
"139","Regular",15,"Pendente (outros bancos)","rádio/televisão",2728,"desconhecido/semcontapoupança","4 - 7",4,"Homem"," solteiro","fiador",2,"imobiliária",35,"banco","própria",3,"funcionário/funcionário qualificado",1,"Sim, registrado em nome do cliente","Sim","Bom",139
"140","Alto",12,"Pago em dia","rádio/televisão",1881,"< 100","1 - 4",2,"Mulher","uniao registrada","nenhum",2,"carro ou outro, não em conta poupança/títulos",44,"nenhum","alugada",1,"não qualificado - residente",1,"Sim, registrado em nome do cliente","Sim","Bom",140
"141","Alto",6,"Pago em dia","carro (novo)",709,"> 1000","...<1ano",2,"Homem","uniao registrada","nenhum",2,"imobiliária",27,"nenhum","própria",1,"desempregado/não qualificado - não residente",1,"Nenhum","Não","Bom",141
"142","Regular",36,"Pago em dia","rádio/televisão",4795,"< 100","...<1ano",4,"Mulher","uniao registrada","nenhum",1,"desconhecido/sem propriedade",30,"nenhum","própria",1,"gestão / autônomo / funcionário / diretor altamente qualificado",1,"Sim, registrado em nome do cliente","Sim","Bom",142
"143","Negativo",27,"Pago em dia","rádio/televisão",3416,"< 100","1 - 4",3,"Homem"," solteiro","nenhum",2,"carro ou outro, não em conta poupança/títulos",27,"nenhum","própria",1,"gestão / autônomo / funcionário / diretor altamente qualificado",1,"Nenhum","Sim","Bom",143
"144","Negativo",18,"Pago em dia","móveis/equipamentos",2462,"< 100","1 - 4",2,"Homem"," solteiro","nenhum",2,"carro ou outro, não em conta poupança/títulos",22,"nenhum","própria",1,"funcionário/funcionário qualificado",1,"Nenhum","Sim","Ruim",144
"145","Inexistente",21,"Pendente (outros bancos)","móveis/equipamentos",2288,"< 100","...<1ano",4,"Mulher","uniao registrada","nenhum",4,"contrato de poupança/seguro de vida da sociedade civil",23,"nenhum","própria",1,"funcionário/funcionário qualificado",1,"Sim, registrado em nome do cliente","Sim","Bom",145
"146","Regular",48,"Quitados","negócios",3566,"100 - 500","4 - 7",4,"Homem"," solteiro","nenhum",2,"carro ou outro, não em conta poupança/títulos",30,"nenhum","própria",1,"funcionário/funcionário qualificado",1,"Nenhum","Sim","Bom",146
"147","Negativo",6,"Pendente (outros bancos)","carro (novo)",860,"< 100","> 7",1,"Mulher","uniao registrada","nenhum",4,"desconhecido/sem propriedade",39,"nenhum","própria",2,"funcionário/funcionário qualificado",1,"Sim, registrado em nome do cliente","Sim","Bom",147
"148","Inexistente",12,"Pendente (outros bancos)","carro (novo)",682,"100 - 500","4 - 7",4,"Mulher","uniao registrada","nenhum",3,"carro ou outro, não em conta poupança/títulos",51,"nenhum","própria",2,"funcionário/funcionário qualificado",1,"Sim, registrado em nome do cliente","Sim","Bom",148
"149","Negativo",36,"Pendente (outros bancos)","móveis/equipamentos",5371,"< 100","1 - 4",3,"Homem"," solteiro","fiador",2,"contrato de poupança/seguro de vida da sociedade civil",28,"nenhum","própria",2,"funcionário/funcionário qualificado",1,"Nenhum","Sim","Bom",149
"150","Inexistente",18,"Pendente (outros bancos)","rádio/televisão",1582,"> 1000","> 7",4,"Homem"," solteiro","nenhum",4,"carro ou outro, não em conta poupança/títulos",46,"nenhum","própria",2,"funcionário/funcionário qualificado",1,"Nenhum","Sim","Bom",150
"151","Inexistente",6,"Pago em dia","rádio/televisão",1346,"100 - 500","> 7",2,"Homem"," solteiro","nenhum",4,"desconhecido/sem propriedade",42,"banco","de graça",1,"funcionário/funcionário qualificado",2,"Sim, registrado em nome do cliente","Sim","Bom",151
"152","Inexistente",10,"Pago em dia","rádio/televisão",1924,"< 100","1 - 4",1,"Homem"," solteiro","nenhum",4,"contrato de poupança/seguro de vida da sociedade civil",38,"nenhum","própria",1,"funcionário/funcionário qualificado",1,"Sim, registrado em nome do cliente","Não","Bom",152
"153","Alto",36,"Pago em dia","rádio/televisão",5848,"< 100","1 - 4",4,"Homem"," solteiro","nenhum",1,"carro ou outro, não em conta poupança/títulos",24,"nenhum","própria",1,"funcionário/funcionário qualificado",1,"Nenhum","Sim","Bom",153
"154","Regular",24,"Pendente (outros bancos)","carro (usado)",7758,"> 1000","> 7",2,"Mulher","uniao registrada","nenhum",4,"desconhecido/sem propriedade",29,"nenhum","alugada",1,"funcionário/funcionário qualificado",1,"Nenhum","Sim","Bom",154
"155","Regular",24,"Pago mas já esteve em atraso","negócios",6967,"100 - 500","4 - 7",4,"Homem"," solteiro","nenhum",4,"carro ou outro, não em conta poupança/títulos",36,"nenhum","alugada",1,"gestão / autônomo / funcionário / diretor altamente qualificado",1,"Sim, registrado em nome do cliente","Sim","Bom",155
"156","Negativo",12,"Pago em dia","móveis/equipamentos",1282,"< 100","1 - 4",2,"Mulher","uniao registrada","nenhum",4,"carro ou outro, não em conta poupança/títulos",20,"nenhum","alugada",1,"funcionário/funcionário qualificado",1,"Nenhum","Sim","Ruim",156
"157","Negativo",9,"Pendente (outros bancos)","reparos",1288,"100 - 500","> 7",3,"Homem"," solteiro","fiador",4,"imobiliária",48,"nenhum","própria",2,"funcionário/funcionário qualificado",2,"Nenhum","Não","Bom",157
"158","Negativo",12,"Quitados","reciclagem",339,"< 100","> 7",4,"Homem","uniao registrada","nenhum",1,"carro ou outro, não em conta poupança/títulos",45,"banco","própria",1,"não qualificado - residente",1,"Nenhum","Sim","Bom",158
"159","Regular",24,"Pago em dia","carro (novo)",3512,"100 - 500","4 - 7",2,"Homem"," solteiro","nenhum",3,"carro ou outro, não em conta poupança/títulos",38,"banco","própria",2,"funcionário/funcionário qualificado",1,"Sim, registrado em nome do cliente","Sim","Bom",159
"160","Inexistente",6,"Pendente (outros bancos)","rádio/televisão",1898,"desconhecido/semcontapoupança","1 - 4",1,"Homem"," solteiro","nenhum",2,"imobiliária",34,"nenhum","própria",2,"não qualificado - residente",2,"Nenhum","Sim","Bom",160
"161","Inexistente",24,"Pendente (outros bancos)","rádio/televisão",2872,"100 - 500","> 7",3,"Homem"," solteiro","nenhum",4,"imobiliária",36,"nenhum","própria",1,"funcionário/funcionário qualificado",2,"Sim, registrado em nome do cliente","Sim","Bom",161
"162","Inexistente",18,"Pendente (outros bancos)","carro (novo)",1055,"< 100","...<1ano",4,"Mulher","uniao registrada","nenhum",1,"contrato de poupança/seguro de vida da sociedade civil",30,"nenhum","própria",2,"funcionário/funcionário qualificado",1,"Nenhum","Sim","Bom",162
"163","Inexistente",15,"Pago em dia","eletrodomésticos",1262,"500 - 1000","4 - 7",4,"Homem"," solteiro","nenhum",3,"contrato de poupança/seguro de vida da sociedade civil",36,"nenhum","própria",2,"funcionário/funcionário qualificado",1,"Sim, registrado em nome do cliente","Sim","Bom",163
"164","Regular",10,"Pago em dia","carro (novo)",7308,"< 100","desempregado",2,"Homem"," solteiro","nenhum",4,"desconhecido/sem propriedade",70,"banco","de graça",1,"gestão / autônomo / funcionário / diretor altamente qualificado",1,"Sim, registrado em nome do cliente","Sim","Bom",164
"165","Inexistente",36,"Pago em dia","carro (novo)",909,"500 - 1000","> 7",4,"Homem"," solteiro","nenhum",4,"contrato de poupança/seguro de vida da sociedade civil",36,"nenhum","própria",1,"funcionário/funcionário qualificado",1,"Nenhum","Sim","Bom",165
"166","Inexistente",6,"Pago em dia","móveis/equipamentos",2978,"500 - 1000","1 - 4",1,"Homem"," solteiro","nenhum",2,"carro ou outro, não em conta poupança/títulos",32,"nenhum","própria",1,"funcionário/funcionário qualificado",1,"Sim, registrado em nome do cliente","Sim","Bom",166
"167","Negativo",18,"Pago em dia","móveis/equipamentos",1131,"< 100","desempregado",4,"Mulher","uniao registrada","nenhum",2,"carro ou outro, não em conta poupança/títulos",33,"nenhum","própria",1,"funcionário/funcionário qualificado",1,"Nenhum","Sim","Ruim",167
"168","Regular",11,"Pago em dia","móveis/equipamentos",1577,"> 1000","...<1ano",4,"Mulher","uniao registrada","nenhum",1,"imobiliária",20,"nenhum","própria",1,"funcionário/funcionário qualificado",1,"Nenhum","Sim","Bom",168
"169","Inexistente",24,"Pago em dia","móveis/equipamentos",3972,"< 100","4 - 7",2,"Mulher","uniao registrada","nenhum",4,"contrato de poupança/seguro de vida da sociedade civil",25,"nenhum","alugada",1,"funcionário/funcionário qualificado",1,"Sim, registrado em nome do cliente","Sim","Bom",169
